system,case_id,split,query,response,predicted_refusal,expected_refusal,accuracy_hit,retrieval_hit,text_similarity,latency_ms,source_titles
internal_rag,questanswer_1doc_001,questanswer_1doc,"国家卫生健康委员会于2023年7月28日启动了名为""启明行动""的专项活动，旨在针对特定群体的特定健康问题进行防控。请问这项活动具体针对哪个群体的健康问题？同时，请提供该活动所依据的指导性文件的名称。",国家卫生健康委员会于2023年启动了“启明行动”——防控儿童青少年近视健康促进活动，旨在重视儿童眼保健，守护孩子视力健康。 这项活动依据的是《防控儿童青少年近视核心知识十条》作为指导性文件。,0,0,0,1,0.4516,2669.12,"CRUD_DOC_00011_2023-07-28 10:14:27作者：白剑峰来源：人民日报 ， 为 | CRUD_DOC_00022_“启明行动”将开展社会宣传和健康教育，充分利用网络、广播电视、报刊杂志、 | CRUD_DOC_00163_7-26 12:42，  央视网消息：国家卫生健康委等部门日前印发通知， | CRUD_DOC_00361_2023-08-16， 8月15日，安徽池州市卫生健康委员会网站发布《关 | CRUD_DOC_00144_汛期期间——如何保持健康卫生习惯近日,受台风“杜苏芮”影响,全国多地出现"
internal_rag,questanswer_1doc_002,questanswer_1doc,2023年8月3日在广州国际交流合作中心举行的研讨会暨发布会是由哪个机构举办的，同时发布的《广州城市国际化发展报告（2023）》指出自2018年以来广州在哪些新兴产业领域的产业比重中提升？,2023年8月3日在广州国际交流合作中心举行的研讨会暨发布会是由广州市社会科学院举办的。 《广州城市国际化发展报告（2023）》指出，自2018年以来，广州在生物医药与健康、智能与新能源汽车、智能装备与机器人等新兴产业领域的产业比重中提升。,0,0,0,1,0.8627,2031.88,"CRUD_DOC_00012_2023-08-03 20:43， 南方网讯 （记者/杨智明 通讯员/穗 | CRUD_DOC_00024_自2014年启动以来，已累计募集岗位超18万个，帮助11万余名大学生走上 | CRUD_DOC_00023_总结了2022年广州城市国际化发展现状,通过分析广州在权威全球城市评价排"
internal_rag,questanswer_1doc_003,questanswer_1doc,2023年上半年，武汉市的GDP增长率是多少，并且这个增长率在全国副省级及以上城市中排名第几？,2023年上半年，武汉市的GDP增长率为5.0%。,0,0,1,1,1.0,2157.64,"CRUD_DOC_00013_2023-07-27 20:51:56， 湖北日报讯（记者朱惠）“上半年 | CRUD_DOC_00045_2023-07-28 13:13， 杭州城市风光。视觉中国 资料图7月2 | CRUD_DOC_00026_6%。分产业看,第一产业增加值1766.62亿元,增长4.1%;第二产业 | CRUD_DOC_00025_3个百分点，高于全国1.4个百分点。分产业看，第一产业增加值151亿元， | CRUD_DOC_01104_2023-07-25 21:30， 中新网杭州7月25日电(王逸飞)25"
internal_rag,questanswer_1doc_004,questanswer_1doc,在巴巴多斯首都布里奇敦举行的会议中，哪些组织共同呼吁前殖民国家为历史罪行作出赔偿？,在巴巴多斯首都布里奇敦举行的会议中，巴巴多斯政府、非洲联盟（非盟）经济、社会和文化理事会以及加勒比地区自治性区域大学西印度群岛大学共同呼吁前殖民国家为历史罪行作出赔偿。,0,0,1,1,1.0,1759.08,CRUD_DOC_00014_07/29 07:45， 新华社墨西哥城7月28日电（记者宣力祺）布里奇
internal_rag,questanswer_1doc_005,questanswer_1doc,广东职业技术学院的“柚”提兴农团队采用了哪种方法从废果弃果中成功提取高价值精油？,根据当前检索到的知识库内容，没有找到足够相关的参考资料，因此我暂时无法给出可靠回答。,1,0,0,0,0.0206,3356.33,
internal_rag,questanswer_1doc_006,questanswer_1doc,首届“瑶池杯”昆仑美食节在青海省格尔木市举办的日期是什么时候？,首届“瑶池杯”昆仑美食节于2023年7月29日晚间在青海省格尔木市举办。,0,0,0,1,0.597,1615.88,"CRUD_DOC_00016_2023-7-31 11:19，  中新网青海格尔木7月30日电(记者  | CRUD_DOC_00031_同时，首届“昆仑之星”全民器乐才艺大赛中，格尔木爱韵艺术学校的选送作品《 | CRUD_DOC_00032_被誉为“炕锅美食之都”。当日,青海省餐饮行业协会授予格尔木“炕锅美食之都"
internal_rag,questanswer_1doc_007,questanswer_1doc,乌克兰外交部长德米特罗·库列巴与克罗地亚外交和欧洲事务部长格尔利奇·拉德曼在2023年7月31日的会谈中达成了哪项关于乌克兰谷物出口的协议？,乌克兰和克罗地亚已就乌克兰使用克罗地亚位于多瑙河以及亚得里亚海的港口出口乌克兰谷物达成一致。,0,0,0,1,0.623,3758.51,CRUD_DOC_00017_2023-08-01 15:47， 当地时间2023年7月18日，乌克兰
internal_rag,questanswer_1doc_008,questanswer_1doc,安徽安庆高新区在2023年对多少个项目完成了安全条件审查和安全设施设计审查，并且有多少个项目完成了试生产把关？,2023年以来，安徽安庆高新区先后指导27个项目完成安全条件审查、安全设施设计审查，17个项目完成试生产把关。,0,0,0,1,0.7619,1833.8,CRUD_DOC_00018_2023-08-10 15:18， 本网讯 近来，安徽安庆高新区始终坚持 | CRUD_DOC_00272_2023-08-08 16:52:16， 晚上8:00，位于宝山高新区的
internal_rag,questanswer_1doc_009,questanswer_1doc,中车大连机车车辆有限公司为中老铁路设计制造的HXN3型大功率内燃机车具备哪些特点？,中车大连机车车辆有限公司为中老铁路设计制造的HXN3型大功率内燃机车具有以下特点： 可靠性好：在运行过程中表现出较高的稳定性和耐用性。 成本低：在设计和制造上注重成本效益。 这些特点使得HXN3型大功率内燃机车特别适合中老铁路的运营需求，尤其是在应对高温潮湿气候条件方面进行了优化设计。,0,0,0,1,0.2599,2678.03,CRUD_DOC_00019_7月21日在老挝磨丁拍摄的中车大连机车车辆有限公司设计制造的HXN3型大
internal_rag,questanswer_1doc_010,questanswer_1doc,韩国警方和国会事务处收到的威胁邮件中，发件人要求在什么时间之前杀掉共同民主党党首李在明，否则将采取什么行动？,发件人在威胁邮件中要求在8月9日15时34分以前杀掉共同民主党党首李在明，否则将在首尔市某图书馆一带设置的定时炸弹被引爆。,0,0,0,1,0.699,1743.57,CRUD_DOC_00057_极目新闻综合广州日报、南方日报 （来源：极目新闻） 2023-08-09 | CRUD_DOC_00058_2023-08-09 07:20， 【环球网报道】据韩联社报道，根据韩国 | CRUD_DOC_00020_2023-08-09 01:21， 当地时间2023年6月19日，韩国首 | CRUD_DOC_00056_报道称，首尔警察厅网络侦查队已经确认这一威胁，并发现这封邮件的发件人与之
internal_rag,questanswer_2docs_001,questanswer_2docs,在“启明行动”中，国家卫健委推广的《防控儿童青少年近视核心知识十条》包含哪些内容，且医疗机构应如何配合该行动向家长提供指导？,《防控儿童青少年近视核心知识十条》包括以下内容： 1. 预防近视从小从早做起。 医疗机构在配合“启明行动”时，应以儿童家长和养育人为重点对象，结合眼保健和眼科临床服务，开展个性化咨询指导。 针对儿童常见眼病和近视防控等重点问题，通过面对面的咨询指导，引导儿童家长树立正确的近视防控意识，改变不良的生活方式，并加强户外活动，养成良好的爱眼护眼习惯。,0,0,0,1,0.4,3470.62,CRUD_DOC_00041_《防控儿童青少年近视核心知识十条》包括：预防近视从小从早做起、每天日间户 | CRUD_DOC_00022_“启明行动”将开展社会宣传和健康教育，充分利用网络、广播电视、报刊杂志、 | CRUD_DOC_00021_我国将开展防控近视“启明行动”北京日报讯（实习记者 柴嵘）国家卫健委昨天 | CRUD_DOC_00011_2023-07-28 10:14:27作者：白剑峰来源：人民日报 ， 为
internal_rag,questanswer_2docs_002,questanswer_2docs,广州在全球城市评价排名中的提升主要体现在哪些方面，以及《蓝皮书》的发布机构是什么？,广州在全球城市评价排名中的提升主要体现在商业活动和文化体验维度的进步。 在科尔尼全球城市系列指数中，广州的排名保持稳步提升态势，在2022年的全球城市指数排名结果显示，广州上升4名，达到全球第56位； 在全球潜力城市指数排名方面，广州排名大幅上升8位至第26位。 《蓝皮书》的发布机构是广州市社会科学院与社会科学文献出版社联合发布的。,0,0,0,1,0.5785,2309.77,"CRUD_DOC_00023_总结了2022年广州城市国际化发展现状,通过分析广州在权威全球城市评价排 | CRUD_DOC_00024_自2014年启动以来，已累计募集岗位超18万个，帮助11万余名大学生走上 | CRUD_DOC_00012_2023-08-03 20:43， 南方网讯 （记者/杨智明 通讯员/穗"
internal_rag,questanswer_2docs_003,questanswer_2docs,武汉市在湖北省上半年GDP增速中的表现如何，与全省增速相比呢？,武汉增速位列第7，全国平均增长水平（5.5%），武汉增速超过全国平均水平。,0,0,0,0,0.2105,3670.34,CRUD_DOC_00013_2023-07-27 20:51:56， 湖北日报讯（记者朱惠）“上半年
internal_rag,questanswer_2docs_004,questanswer_2docs,在第二届俄罗斯-非洲峰会宣言中，俄罗斯和非洲国家决定在哪些领域建立合作，并约定了未来峰会和议会会议的举办频率是多少？,根据第二届俄罗斯 非洲峰会宣言的内容，在政治、安全、经贸、粮食、能源等领域，俄罗斯与非洲国家将进行合作。 宣言还提到，双方将建立对话伙伴机制，便于俄外交部、非洲国家外交部和非洲联盟之间定期进行政治磋商； 并将建立高级别常设对话机制，以协调打击恐怖主义和极端主义，以及解决与粮食和信息安全有关的问题等。 关于未来峰会和议会会议的举办频率，宣言中约定每三年举办一次俄罗斯 非洲峰会，每年举办一次俄非议会会议。,0,0,0,1,0.4496,2458.58,"CRUD_DOC_00028_联系方式:shzixun@online.sh.cn 2023-07-30 | CRUD_DOC_00027_请在上述海域作业的船只注意避浪，并及时关注后续海浪预警报。 ， 新华社圣 | CRUD_DOC_01107_普京表示,俄罗斯与非洲国家不接受单方面的制裁和限制措施,类似做法不仅损害"
internal_rag,questanswer_2docs_005,questanswer_2docs,在广西和湖南两个地区的乡村振兴活动中，分别有哪些特色产业得到了发展，以及这些产业是如何通过科技创新或资源利用得到提升的？,参考文档主要涉及湖南省安化县兴果村的“融核本草”乡村振兴实践团活动，该团队结合当地优势开展了多项专题活动，但并未详细说明具体特色产业的发展及其科技创新或资源利用的情况。,0,0,0,1,0.2435,2747.73,"CRUD_DOC_00030_本文链接:https://ldhn.rednet.cn/content/ | CRUD_DOC_00671_近日，中共中央、国务院印发了《乡村振兴战略规划（2018—2022年）》 | CRUD_DOC_00631_时间：2023-08-06 08:35:00， 聚焦头等大事办好每一个涉 | CRUD_DOC_00681_中国海油集团有限公司调研组赴我州调研乡村振兴工作为深入贯彻新发展理念,进 | CRUD_DOC_00989_2023南国书香节暨羊城书展8月18日至22日举办羊城晚报全媒体记者 孙"
internal_rag,questanswer_2docs_006,questanswer_2docs,在格尔木市的文化和美食活动中，哪些特色美食和文化表现获得了认可和荣誉，以及这些活动对城市形象有何影响？,在格尔木市的文化和美食活动中，多项特色美食和文化表现获得了认可与荣誉。 首届“瑶池杯”昆仑美食节期间，格尔木的炕锅美食尤为突出，青海省餐饮行业协会授予格尔木“炕锅美食之都”的荣誉称号，并且评选出了一些获奖企业及个人。 例如，“格尔木允升和湘粤海鲜楼”获得鼎级金奖，祁生鹏在厨王争霸赛中获得了个人奖冠军。 此外，在首届“昆仑之星”全民器乐才艺大赛中，格尔木爱韵艺术学校的选送作品《战台风》也荣获了一等奖。 这些活动不仅展示了格尔木丰富的自然资源和独特的美食文化，还促进了当地餐饮业的创新与发展，提升了城市的知名度与美誉度，展现了开放包容的城市形象。 总的来说，这些文化和美食活动对提升格尔木市的城市形象起到了积极的作用，增强了城市的文化魅力、生态定力和旅游引力，同时也让更多的游客和市民感受到了格尔木的独特魅力。,0,0,0,1,0.3943,3490.16,"CRUD_DOC_00016_2023-7-31 11:19，  中新网青海格尔木7月30日电(记者  | CRUD_DOC_00032_被誉为“炕锅美食之都”。当日,青海省餐饮行业协会授予格尔木“炕锅美食之都 | CRUD_DOC_00031_同时，首届“昆仑之星”全民器乐才艺大赛中，格尔木爱韵艺术学校的选送作品《"
internal_rag,questanswer_2docs_007,questanswer_2docs,在乌克兰与克罗地亚的会谈中，双方探讨了哪些具体的粮食出口新路线，以及这些路线的选择考虑到了哪些地理和历史背景因素？,在乌克兰与克罗地亚的会谈中，双方探讨了利用克罗地亚位于多瑙河与亚得里亚海的港口来出口乌克兰的粮食。 选择这一新路线主要是因为黑海运量通道中断后，乌克兰依赖经由欧盟的陆路出口路线以及经由多瑙河的替代路线。 考虑到了地理因素，克罗地亚并不直接接壤乌克兰，但其在亚得里亚海的港口和铁路可以作为新的出口途径。 历史背景方面，俄乌冲突爆发后，黑海地区的港口外运农产品受到干扰，导致乌克兰粮食出口面临挑战。,0,0,0,1,0.2997,2888.73,CRUD_DOC_00033_据路透社7月31日报道，乌克兰外长库列巴当天与克罗地亚外长拉德曼会谈后表 | CRUD_DOC_00534_2023-08-01 08:54， 原标题：乌外长库列巴：与克罗地亚达成 | CRUD_DOC_00053_第二位是奶或花生等成分。下一篇 （观察者网讯）黑海粮食协议中止后，乌克兰 | CRUD_DOC_00017_2023-08-01 15:47， 当地时间2023年7月18日，乌克兰 | CRUD_DOC_00034_”。乌克兰外长库列巴7月17日在联合国安理会发表讲话/资料图在黑海运量通
internal_rag,questanswer_2docs_008,questanswer_2docs,在第6号台风“卡努”预计影响的时间内，国家防总和应急管理部对哪些地区启动了何种级别的防汛应急响应，并且哪些地区的应急响应级别有所变化？,在第6号台风“卡努”预计影响的时间内，国家防总和应急管理部采取了一系列措施来应对可能的灾害。 2. 7月30日上午，启动了对北京、天津、河北、山西、河南等重点省份的防汛二级应急响应。 3. 国家防总于2023年8月2日15时针对第6号台风“卡努”启动了防汛防台风四级应急响应，并向福建、浙江和太湖流域防汛抗旱指挥部下发通知，派出工作组赴浙江协助指导防台风工作。 此外，国家防总的防汛应急响应级别在不同时间和地区有所变化。 国家防总于29日12时将针对京津冀晋鲁豫6省份的防汛应急响应提升至三级。 这些措施体现了国家对可能发生的严重洪涝灾害的高度重视和应对准备。,0,0,0,1,0.4587,4101.59,"CRUD_DOC_00035_举报/反馈 据应急管理部网站消息，7月30日上午，国家防总副总指挥、应急 | CRUD_DOC_00036_本轮降水与前期出现暴雨洪涝灾害的地区重叠，要特别防范农田渍涝、中小河流洪 | CRUD_DOC_00054_国家防总于29日12时将针对京津冀晋鲁豫6省份的防汛应急响应提升至三级， | CRUD_DOC_00861_2023-07-28 13:59，  原标题：部分地区或有严重洪涝灾害  | CRUD_DOC_00420_""直击｜台风“卡努”掀20米巨浪，浙江拉响风暴潮红警澎湃新闻记者 李晶昀"
internal_rag,questanswer_2docs_009,questanswer_2docs,在“中国-老挝先天性心脏病联合筛查和治疗”医疗合作项目中，帕萨哈的手术费用是如何被处理的，同时中国医疗组采用了哪些特殊设施来进行治疗？,在“中国 老挝先天性心脏病联合筛查和治疗”医疗合作项目中，帕萨哈的手术费用得到了免除。 这是通过上述医疗合作项目的支持实现的。 这表明中国医疗团队配备了先进的技术和设备以提供高质量的医疗服务。,0,0,0,1,0.6265,2248.12,"CRUD_DOC_00037_”今年6月中下旬，在中国民间组织国际交流促进会协助下，中国医学科学院阜外 | CRUD_DOC_00055_新华社发(凯乔 摄)新华社万象6月23日电通讯:感谢中国医生给了孩子正常 | CRUD_DOC_00038_新华社发(凯乔 摄)6月中下旬,在中国民间组织国际交流促进会的协助下,此"
internal_rag,questanswer_2docs_010,questanswer_2docs,在德国政府考虑是否向乌克兰提供“金牛座”巡航导弹的过程中，德国财长和总理的立场如何，且政府采取了哪些预防性技术措施？,而德国总理朔尔茨则表示德国政府尚未最终决定是否提供此类武器，并强调在作出决策时需要仔细权衡其效果和影响。 此外，为确保“金牛座”巡航导弹不会被用于攻击俄罗斯领土（不包括克里米亚及其他被占领的乌克兰领土），德国政府正与MBDA合作对这些导弹进行软件修改。,0,0,0,1,0.4677,2810.87,CRUD_DOC_00039_此外，德国财长林德纳还表示，他本人赞成德国政府向乌克兰援助“金牛座”巡航 | CRUD_DOC_00040_德国仍犹豫不绝！德国总理朔尔茨近日在接受德国媒体采访时表示，德国政府尚未
internal_rag,questanswer_3docs_001,questanswer_3docs,在“启明行动”中，国家卫健委推广了哪些核心知识来预防儿童青少年近视，同时医疗机构和家长应承担哪些角色？,在“启明行动”中，国家卫健委推广的核心知识包括： 1. 预防近视从小从早做起。 为了有效实施这些核心知识，医疗机构和家长应承担以下角色： 通过面对面咨询指导，引导儿童家长树立近视防控意识，改变不良生活方式，加强户外活动，养成爱眼护眼健康行为习惯。 家长需要关注孩子的用眼环境和生活习惯，遵循上述核心知识中的建议，并与医疗机构合作，定期进行视力检查和必要的干预措施。,0,0,0,1,0.3411,3560.37,CRUD_DOC_00041_《防控儿童青少年近视核心知识十条》包括：预防近视从小从早做起、每天日间户 | CRUD_DOC_00022_“启明行动”将开展社会宣传和健康教育，充分利用网络、广播电视、报刊杂志、 | CRUD_DOC_00021_我国将开展防控近视“启明行动”北京日报讯（实习记者 柴嵘）国家卫健委昨天 | CRUD_DOC_00011_2023-07-28 10:14:27作者：白剑峰来源：人民日报 ， 为
internal_rag,questanswer_3docs_002,questanswer_3docs,江门市通过哪些渠道和活动为高校毕业生提供就业支持，并且如何吸引港澳青年来发展？,江门市通过多种渠道和活动为高校毕业生提供就业支持，包括招聘会、职业指导沙龙专区、求职应聘真人秀等活动。 此外，还提供了就业创业政策咨询、求职方法、职场解惑、面试技巧、职业生涯规划等服务。 为了吸引港澳青年来发展，江门市采取了以下措施：一是启动2024届高校毕业生招聘活动，并通过“走出去、引进来”的方式吸引港澳毕业生； 二是构建以双创园为核心的“1+7+N”港澳青年青创体系，打造港澳青年就业创业第一站。,0,0,0,1,0.5123,2531.55,"CRUD_DOC_00043_将于本周六在江门五邑华侨广场举行。招聘会上,将有约200家企业进场招聘, | CRUD_DOC_00042_相关负责人表示，下一步，江门市人社局将针对重点企业高校毕业生需求，精准推 | CRUD_DOC_00044_据悉，接下来，江门市还将分批组织重点企业推出优质岗位赴广州、茂名、广西柳"
internal_rag,questanswer_3docs_003,questanswer_3docs,在2023年上半年，武汉、深圳和杭州的GDP增长率分别是多少，以及这些城市在全国GDP排名中的变化情况如何？,在2023年上半年： 深圳市的GDP增长率为6.3%。 杭州市的GDP增长率为6.9%。 武汉继续保持第9的位置，而深圳和杭州则分别位于第4位和第5位，但具体排名是否有所变动未在提供的信息中明确说明。,0,0,0,1,0.4972,2970.97,CRUD_DOC_00013_2023-07-27 20:51:56， 湖北日报讯（记者朱惠）“上半年 | CRUD_DOC_00045_2023-07-28 13:13， 杭州城市风光。视觉中国 资料图7月2 | CRUD_DOC_00025_3个百分点，高于全国1.4个百分点。分产业看，第一产业增加值151亿元， | CRUD_DOC_00917_2023-08-08 17:57， 原标题：27城GDP破万亿年份，北京 | CRUD_DOC_01104_2023-07-25 21:30， 中新网杭州7月25日电(王逸飞)25
internal_rag,questanswer_3docs_004,questanswer_3docs,巴巴多斯总理米娅·莫特利在要求英国赔偿奴隶贸易的演讲中提到的金额是多少，她与哪位英国官员讨论了这个问题，而英国首相对于赔偿和道歉的立场是什么？,巴巴多斯总理米娅·莫特利于其在伦敦政治经济学院的演讲中提到，英国应该向巴巴多斯赔偿4.9万亿美元。 她在演讲前与英国新任外交大臣戴维·卡梅伦会面讨论了这个问题。 而英国首相苏纳克则在今年4月公开表示拒绝进行奴隶贸易有关的道歉或赔偿，他认为英国政府的工作重点应放在解决国内问题上。,0,0,0,1,0.6952,2270.56,"CRUD_DOC_00047_前殖民国家的应赔偿款项。图片来源：《对美洲和加勒比地区跨大西洋奴隶贸易的 | CRUD_DOC_00048_当时，工党议员Bell Ribeiro-Addy询问苏纳克是否会针对奴隶 | CRUD_DOC_00046_而俄罗斯方面，没有对这名女子被逮捕发表评论和回应。 ""15世纪到19世纪"
internal_rag,questanswer_3docs_005,questanswer_3docs,大学生在社会实践活动中是如何结合电商直播和文化传承来推动乡村振兴的？,根据当前检索到的知识库内容，没有找到足够相关的参考资料，因此我暂时无法给出可靠回答。,1,0,0,0,0.046,3244.31,
internal_rag,questanswer_3docs_006,questanswer_3docs,格尔木市通过哪些活动展示了其文化魅力，并因何种特色美食获得了哪个荣誉称号？,格尔木市通过举办首届“瑶池杯”昆仑美食节等系列活动展示了其文化魅力。 此外，青海省餐饮行业协会授予了格尔木“炕锅美食之都”的荣誉称号，这主要是因为格尔木拥有独特的炕锅羊排等美食，这些美食以其传统食材和特色烹调方法赢得了广泛认可。,0,0,0,1,0.4706,2402.47,"CRUD_DOC_00032_被誉为“炕锅美食之都”。当日,青海省餐饮行业协会授予格尔木“炕锅美食之都 | CRUD_DOC_00016_2023-7-31 11:19，  中新网青海格尔木7月30日电(记者  | CRUD_DOC_00031_同时，首届“昆仑之星”全民器乐才艺大赛中，格尔木爱韵艺术学校的选送作品《"
